"","Times","DRYCRK02","ENISH04","CHQSTCR01","BRSHYCR01","INDIAN02","SOAPCR02","HONEYCR01","ENDWY01","RLSTNCR01","BNNTTCR01","BVRCR01","TIPTNCR01","SQWCR03","SSKNK04","LAKECR01","CRANECR02","YELLOWRV01","TKYRV03","LTLTKY02","PRICECR01","CLRCRK03","WNBGORV01","POUDRERV01","DRYCR02","SKKMCHCK01","ONIONCR01","HRGVCR01","CLRCRKW01","BFFLOCR02","MDCRK01","CRANECR01","FLOYDRV01","OTTERCR01","BLUECR01","MDDLRCCN02","MDDLRCCN03","BEARCRK01","NFCTFSH01","RAVENCR01","CHSLSCR01","WNISH03","NBEARCR01","ENISH05","WFLTLSIOUX01","INDCR03","SHLRK01","SHLRK03","CHQSTCR02","BEVRCRK01","LTLSIOUX04","WLLWCR02","DEERCR01","SHLRK04","OTTRCRK03","OTTRCRK04","SQWCR04","LTLCEDAR02","RHNCR01","SENGLSH01","WNBGORV04","PRICECR02","SFIOWA03","SCHQSTCR01","WNBGORV06","MAPLERV02","DEEPCRK01","OTTRCRK01","INDCR04","FLOYDRV02","PRAIRIE01","FOURMLE03","BEARCREEK01","LNGDCKCR01","MNTGMRY01","NWLNTCR02","CEDARRV04","DRYRNCRK01","INDCR01","LTLWLNT01","CLRCRKS01","WLNTCR02","BFFLOCR01","EFDSMNS01","SBVRCRK01","TRBLSM01","SOAPCR03","UIWARV01","HOOSRCR01","BOONERV01","CLRCRK02","DRYCR01","CEDARRV03","ELKRN01","CEDARRV05","MQKTARV02","DRYCRK01","TIPTNCR02","VLGARV01","RBRTSCR01","SHLRK05","NRCCNRV03","FOURMLE02","LTLSIOUX01","WNISH02","MRGNCR01","TKYRV01","WNBGORV05","SOAPCR01","INDIAN01","MDDLRCCN01","TKYRV02","BEAVER03","WAPSI03","MQKTARV05","MILLERCRK01","SKNKRV01","BRCHFLD01","LTLCEDAR01","LIMECR01","SSKNK03","OTTRCRK02","WNBGORV02","LTLWAPSI01","HEWITTCR01","BEAR01","NFMQKTA02","WOLFCRK01","MQKTARV03","ENISH02","IOWARV01","BEVRCRK02","WALNUTCR01","MUDCR01","CDRCR01","WLLWCR01","WAPSI04","BEAVER01","SQWCR02","RAPIDTRB01","SQWCR01","WLLWCR-IC01","LTLSOAP01","WLNTCR01","COFFINSCR01","WNISH01","EBRBVRDAM01","INDCR02","WFCRKDCR01","EINDNCR01","LTLSIOUX03","NSKNK01","SFIOWA01","SLVRCR01","WLFCR01","WNBGORV03","NWLNTCR01","VLGARV02","ENISH01","LTLTKY01","NENGLSH01","WATERMAN01","CLRCRKS02","SHLRK02","KEGCR01","LTLSIOUX02","SSKNK02","DUCKCR01","SSKNK01","DSMNSRV04","NORTHRV01","NFMQKTA01","HNYCRK01","SUGARCR01","SPRNGCRK01","VLGARV03","BEAVER02","DRNGDTCH01","GRANCRK01","SPRINGCR01","LTLASHER01","COONCR01","DYECRK01","BOYERRV02","MADCRK01","FOURMLE01","CEDARCRK01","OCHYDNRV01","WAPSI02","MCHKNCK01","MQKTARV01","MUDCRK01","MQKTARV04","GRNGRCR01","BLCKHWK01","DSMNSRV02","NRCCNRV02","MSQUTOCR02","SRCCNRV01","MADCRK02","WFKLTSIOUX01","WAPSI05","BRCKCMP01","SLOUGHCR01","ROCKCR02","CLRCRK01","BEAVERCRK01","MAPLERV01","ROGERSCR01","NRCCNRV01","PRAIRIECRK01","RCCNRV01","DSMNSRV01","DSMNSRV03","LTLSIOUX05","CTFSHCR01","WLNTCRK01","ROCKCR01","WBFLOYDRV01","BOYERRV01","CAMPCR01","CEDARRV02","RAPIDCR01","GENEVACR01","MSQUTOCR01"
"226","02:15:04-05",843.22,1049.33,620.22,1189.42,1058.01,707.52,667.72,966.04,651.74,827.28,909.65,1010.57,929.46,974.95,1104.15,1141.77,965.7,1121.06,1118.51,710.4,755.9,1043.17,5099.45,776.69,204.21,955.24,983.03,748.15,729.26,1026.26,985.78,-9999,741.92,763.3,1123.41,1196.28,738.3,690.71,823.94,1136.19,1170.02,804.19,1173.39,1129.86,769.61,916.39,948.75,669.32,968.33,1366.24,1110.74,675.97,1053.98,976.45,1082.39,970.67,1073.27,729.06,686.39,1152.4,763.76,1125.64,666.26,1210.2,1253.2,665.31,793.28,811.02,1367.23,960.5,907.15,954.88,991.64,965.35,834.15,1096.77,844.79,698.17,897.5,739.06,862.12,701.51,1090.43,1087.1,1185.87,768.77,885.08,711.5,1078,711.59,737.02,922.75,847.46,1130.82,839.74,810.29,1084.34,777.68,749.23,1125.83,1194.44,824.03,1162.12,1017.27,726.54,758.28,1193.71,634.2,1038.82,910.1,817.18,1082.6,709.7,967.02,821.04,599.98,1045.92,947.72,786.8,878.18,884.2,1062.46,1089.11,932.23,928.28,921.59,1043.93,896.44,947.37,617.79,1081.15,756.59,770.56,731.9,1101.49,737.89,1002.02,888.33,750.97,872.22,NA,645.77,840.08,966.72,912.9,1106.47,730.57,660.74,885.85,1319.71,809.77,1091.46,1006.02,805.26,1110.48,825.72,846.94,917.52,936.13,691.73,1231.74,770.78,928.36,998.64,1303.06,778.36,616.07,745.44,904.73,762.96,808.19,945.85,631.54,1136.31,1084.14,1037.29,947.35,970.99,778.13,946.01,881.68,1021.52,1059.96,570.51,771.15,666.98,1358.03,665.14,715.08,795.16,816.51,904.76,605.42,552.71,887.2,932.88,1078.14,918.44,616.95,1392.08,811.03,990.33,1094.98,1137.04,698.86,974.5,1199.68,1008.1,896.87,738.96,846.11,869.41,995.75,1387.48,606.19,746.35,1026.67,1244.3,1000.8,812.27,718.22,730.49,587.69,991.61
"227","02:00:04-05",843.22,1049.34,620.2,1189.42,1058.01,707.57,667.72,966.06,651.75,827.28,909.65,1010.57,929.46,974.93,1104.15,1141.76,965.68,1121.06,1118.5,710.39,755.9,1043.17,5099.44,776.69,204.23,955.23,983.05,748.15,729.26,1026.23,985.81,-9999,741.91,763.29,1123.41,1196.26,738.31,690.71,823.93,1136.2,1170.01,804.2,1173.39,1129.87,769.6,916.38,948.73,669.33,968.3,1366.23,1110.74,675.98,1053.98,976.47,1082.39,970.71,1073.27,729.07,686.4,1152.42,763.77,1125.65,666.24,1210.16,1253.21,665.32,793.27,811.04,1367.23,960.51,907.14,954.9,991.62,965.35,834.16,1096.77,844.8,698.19,897.51,739.06,862.11,701.52,1090.43,1087.1,1185.88,768.77,885.12,711.52,1078.01,711.57,737.03,922.75,847.45,1130.81,839.74,810.27,1084.34,777.68,749.24,1125.83,1194.43,824.03,1162.12,1017.26,726.53,758.3,1193.7,634.18,1038.8,910.09,817.16,1082.6,709.72,967.03,821.02,599.97,1045.91,947.71,786.79,878.18,884.19,1062.47,1089.1,932.23,928.28,921.6,1043.93,896.44,947.4,617.79,1081.15,756.6,770.56,731.9,1101.5,737.89,1002.03,888.34,750.96,872.23,NA,645.78,840.08,966.7,912.91,1106.47,730.56,660.74,885.86,1319.7,809.74,1091.47,1006.09,805.26,1110.49,825.72,846.94,917.53,936.12,691.73,1231.73,770.8,928.35,998.67,1303.06,778.36,616.07,745.46,904.72,762.95,808.17,945.87,631.53,1136.31,1084.13,1037.3,947.35,971,778.12,946,881.67,1021.52,1059.96,570.51,771.14,666.99,1358.02,665.15,715.08,795.16,816.51,904.76,605.43,552.71,887.2,932.89,1078.18,918.42,616.96,1392.07,811.04,990.35,1094.98,1137.04,698.88,974.49,1199.67,1008.09,896.87,738.97,846.13,869.42,995.76,1387.48,606.18,746.34,1026.66,1244.3,1000.8,812.24,718.21,730.49,587.68,991.59
"228","01:45:03-05",843.23,1049.34,620.2,1189.41,1058,707.54,667.71,966.05,651.75,827.28,909.65,1010.57,929.46,974.97,1104.15,1141.76,965.69,1121.05,1118.5,710.4,755.89,1043.18,5099.43,776.69,204.29,955.25,983,748.15,729.25,1026.24,985.79,-9999,741.9,763.26,1123.41,1196.26,738.31,690.58,823.92,1136.19,1170.02,804.2,1173.4,1129.88,769.61,916.39,948.75,669.33,968.3,1366.23,1110.74,675.99,1053.98,976.47,1082.39,970.69,1073.26,729.06,686.39,1152.4,763.77,1125.67,666.34,1210.21,1253.2,665.3,793.28,811,1367.22,960.5,907.14,954.89,991.63,965.35,834.16,1096.77,844.79,698.18,897.51,739.05,862.12,701.5,1090.43,1087.08,1185.85,768.79,885.1,711.52,1078.01,711.58,737.04,922.77,847.45,1130.8,839.75,810.28,1084.34,777.68,749.26,1125.82,1194.44,824.05,1162.12,1017.25,726.53,758.28,1193.71,634.19,1038.83,910.09,817.15,1082.61,709.71,967.02,821.01,599.98,1045.89,947.73,786.81,878.18,884.19,1062.47,1089.1,932.23,928.28,921.6,1043.93,896.44,947.39,617.79,1081.15,756.57,770.57,731.88,1101.49,737.9,1002.01,888.34,750.96,872.22,NA,645.77,840.09,966.7,912.91,1106.47,730.58,660.77,885.86,1319.72,809.78,1091.47,1006.08,805.26,1110.47,825.71,846.94,917.54,936.12,691.73,1231.73,770.78,928.37,998.65,1303.06,778.36,616.07,745.47,904.72,762.96,808.18,945.86,631.53,1136.31,1084.14,1037.3,947.34,970.99,778.11,946.01,881.67,1021.51,1059.97,570.48,771.15,666.95,1358.02,665.16,715.09,795.17,816.5,904.75,605.42,552.71,887.21,932.9,1078.17,918.42,616.97,1392.08,811.05,990.34,1094.97,1137.04,698.87,974.51,1199.75,1008.1,896.86,738.97,846.12,869.45,995.78,1387.48,606.18,746.34,1026.64,1244.31,1000.81,812.27,718.22,730.49,587.67,991.68
"229","01:30:02-05",843.22,1049.33,620.23,1189.41,1058.01,707.52,667.73,966.06,651.75,827.28,909.65,1010.57,929.47,974.97,1104.14,1141.76,965.69,1121.06,1118.51,710.4,755.89,1043.18,5101.69,776.68,204.29,955.25,983.03,748.16,729.26,1026.23,985.82,-9999,741.9,763.31,1123.41,1196.26,738.3,690.78,823.92,1136.19,1170.01,804.21,1173.39,1129.88,769.61,916.39,948.8,669.32,968.32,1366.24,1110.74,675.96,1053.98,976.48,1082.39,970.72,1073.24,729.06,686.38,1152.41,763.76,1125.67,666.27,1210.23,1253.2,665.29,793.28,811.03,1367.22,960.51,907.15,954.9,991.63,965.35,834.16,1096.79,844.8,698.17,897.51,739.06,862.12,701.49,1090.43,1087.07,1185.87,768.81,885.1,711.54,1078.01,711.59,737.04,922.76,847.45,1130.79,839.75,810.27,1084.34,777.71,749.23,1125.83,1194.43,824.05,1162.12,1017.26,726.54,758.29,1193.72,634.19,1038.81,910.08,817.18,1082.61,709.73,967.03,821.02,599.98,1045.89,947.73,786.82,878.2,884.19,1062.48,1089.08,932.24,928.3,921.59,1043.92,896.44,947.4,617.77,1081.15,756.57,770.56,731.89,1101.49,737.89,1002.03,888.33,750.96,872.23,NA,645.78,840.09,966.71,912.9,1106.47,730.59,660.76,885.86,1319.72,809.83,1091.47,1006.07,805.27,1110.48,825.71,846.94,917.54,936.13,691.73,1231.72,770.8,928.35,998.69,1303.07,778.36,616.08,745.48,904.75,762.96,808.18,945.87,631.53,1136.3,1084.13,1037.28,947.33,971,778.13,945.99,881.68,1021.52,1059.96,570.48,771.16,666.95,1358.03,665.12,715.08,795.15,816.51,904.77,605.42,552.71,887.22,932.89,1078.18,918.42,616.95,1392.07,811.04,990.34,1094.97,1137.04,698.87,974.51,1199.72,1008.09,896.86,738.97,846.12,869.45,995.76,1387.48,606.18,746.34,1026.56,1244.31,1000.82,812.25,718.21,730.49,587.69,991.69
"230","01:15:02-05",843.22,1049.35,620.2,1189.42,1058.02,707.53,667.72,966.06,651.74,827.27,909.65,1010.56,929.48,974.97,1104.14,1141.77,965.69,1121.08,1118.51,710.4,755.89,1043.19,5099.45,776.68,204.39,955.25,983.03,748.16,729.27,1026.24,985.8,-9999,741.91,763.27,1123.4,1196.27,738.31,690.71,823.94,1136.19,1170.02,804.21,1173.41,1129.89,769.6,916.4,948.79,669.32,968.32,1366.25,1110.74,675.96,1053.98,976.44,1082.39,970.71,1073.25,729.07,686.42,1152.41,763.76,1125.67,666.29,1210.22,1253.19,665.31,793.29,811.03,1367.21,960.52,907.14,954.89,991.62,965.35,834.15,1096.78,844.78,698.2,897.51,739.07,862.12,701.51,1090.44,1087.09,1185.87,768.79,885.08,711.55,1078.01,711.59,737.05,922.76,847.45,1130.79,839.73,810.27,1084.33,777.71,749.23,1125.83,1194.44,824.05,1162.13,1017.25,726.53,758.29,1193.72,634.21,1038.81,910.1,817.16,1082.61,709.73,967.04,821.02,599.96,1045.9,947.75,786.78,878.22,884.18,1062.49,1089.1,932.23,928.29,921.6,1043.92,896.43,947.4,617.78,1081.15,756.53,770.55,731.89,1101.49,737.89,1002.01,888.34,750.96,872.23,NA,645.73,840.09,966.7,912.9,1106.48,730.59,660.76,885.87,1319.72,809.79,1091.47,1006.08,805.27,1110.49,825.72,846.94,917.54,936.14,691.72,1231.74,770.8,928.35,998.66,1303.06,778.37,616.08,745.48,904.73,762.96,808.18,945.87,631.54,1136.3,1084.14,1037.28,947.35,971,778.14,946.03,881.67,1021.52,1059.97,570.52,771.14,666.95,1358.03,665.14,715.09,795.16,816.52,904.77,605.43,552.71,887.22,932.9,1078.18,918.42,616.97,1392.09,811.04,990.33,1094.97,1137.04,698.87,974.54,1199.68,1008.11,896.86,738.96,846.13,869.48,995.67,1387.48,606.17,746.34,1026.55,1244.29,1000.82,812.26,718.23,730.49,587.7,991.71
"231","01:00:01-05",843.23,1049.36,620.2,1189.41,1058.03,707.56,667.73,966.06,651.76,827.27,909.65,1010.57,929.47,974.97,1104.14,1141.76,965.68,1121.07,1118.5,710.4,755.89,1043.2,5099.45,776.69,204.43,955.26,983.03,748.16,729.25,1026.24,985.8,-9999,741.91,763.29,1123.39,1196.27,738.31,690.58,823.96,1136.19,1170.03,804.2,1173.39,1129.87,769.59,916.4,948.79,669.31,968.33,1366.25,1110.74,675.94,1053.99,976.43,1082.39,970.71,1073.24,729.06,686.41,1152.42,763.76,1125.67,666.3,1210.21,1253.19,665.31,793.28,811.02,1367.22,960.51,907.15,954.87,991.62,965.34,834.16,1096.79,844.8,698.19,897.5,739.07,862.12,701.5,1090.43,1087.07,1185.86,768.79,885.1,711.55,1078.01,711.57,737.06,922.78,847.46,1130.8,839.75,810.26,1084.32,777.7,749.23,1125.83,1194.44,824.04,1162.12,1017.25,726.54,758.28,1193.72,634.23,1038.81,910.11,817.18,1082.61,709.73,967.04,821.02,599.96,1045.88,947.71,786.81,878.21,884.19,1062.48,1089.1,932.22,928.29,921.59,1043.93,896.45,947.4,617.78,1081.16,756.57,770.55,731.9,1101.49,737.89,1002.01,888.35,750.96,872.23,NA,645.78,840.09,966.7,912.9,1106.48,730.59,660.76,885.86,1319.71,809.77,1091.47,1006.06,805.26,1110.48,825.72,846.94,917.54,936.13,691.72,1231.74,770.82,928.34,998.66,1303.06,778.35,616.08,745.46,904.76,762.98,808.19,945.86,631.56,1136.3,1084.14,1037.29,947.34,970.98,778.14,946.01,881.67,1021.52,1059.95,570.53,771.14,666.97,1358.03,665.15,715.1,795.17,816.53,904.77,605.43,552.71,887.22,932.91,1078.16,918.43,616.97,1392.08,811.04,990.33,1094.98,1137.05,698.86,974.55,1199.7,1008.1,896.86,738.95,846.13,869.47,995.81,1387.47,606.18,746.34,1026.55,1244.29,1000.81,812.27,718.23,730.49,587.71,991.69
"232","00:45:00-05",843.22,1049.35,620.23,1189.41,1058.03,707.52,667.7,966.05,651.76,827.28,909.65,1010.57,929.47,974.97,1104.15,1141.77,965.71,1121.07,1118.5,710.39,755.92,1043.21,5099.4,776.68,204.42,955.26,983.04,748.16,729.26,1026.24,985.83,-9999,741.91,763.28,1123.4,1196.28,738.31,690.52,823.93,1136.19,1170,804.21,1173.41,1129.87,769.61,916.38,948.78,669.33,968.31,1366.27,1110.74,675.96,1053.98,976.42,1082.39,970.74,1073.25,729.06,686.41,1152.42,763.76,1125.67,666.22,1210.17,1253.18,665.33,793.29,811.03,1367.22,960.5,907.14,954.89,991.63,965.35,834.15,1096.8,844.78,698.19,897.5,739.07,862.12,701.47,1090.43,1087.09,1185.87,768.79,885.09,711.55,1078.01,711.59,737.04,922.78,847.46,1130.8,839.75,810.25,1084.33,777.71,749.24,1125.83,1194.44,824.05,1162.12,1017.25,726.54,758.29,1193.72,634.22,1038.83,910.1,817.17,1082.62,709.74,967.03,821.02,599.95,1045.89,947.72,786.81,878.21,884.17,1062.49,1089.09,932.22,928.28,921.56,1043.93,896.45,947.38,617.79,1081.15,756.56,770.56,731.92,1101.49,737.92,1002.01,888.35,750.97,872.23,NA,645.75,840.09,966.7,912.9,1106.48,730.59,660.75,885.89,1319.72,809.79,1091.49,1006.07,805.26,1110.48,825.72,846.94,917.54,936.11,691.73,1231.74,770.8,928.34,998.66,1303.06,778.36,616.08,745.48,904.77,762.97,808.19,945.88,631.56,1136.29,1084.14,1037.29,947.34,970.99,778.15,946.01,881.67,1021.52,1059.95,570.54,771.13,666.96,1358.02,665.16,715.08,795.17,816.53,904.76,605.42,552.71,887.24,932.91,1078.15,918.43,616.98,1392.08,811.05,990.33,1094.98,1137.06,698.85,974.54,1199.69,1008.11,896.87,738.95,846.13,869.49,995.72,1387.47,606.18,746.36,1026.56,1244.3,1000.83,812.28,718.22,730.47,587.71,991.71
"233","00:30:14-05",843.23,1049.34,620.2,1189.4,1058.03,707.57,667.7,966.05,651.74,827.28,909.64,1010.57,929.49,974.97,1104.14,1141.77,965.74,1121.1,1118.5,710.38,755.9,1043.19,5103.91,776.68,204.48,955.25,983.03,748.17,729.26,1026.24,985.82,-9999,741.93,763.27,1123.39,1196.27,738.3,690.64,823.93,1136.19,1170.01,804.21,1173.42,1129.89,769.61,916.38,948.77,669.31,968.32,1366.26,1110.74,675.96,1053.94,976.44,1082.39,970.74,1073.26,729.06,686.42,1152.41,763.77,1125.64,666.34,1210.23,1253.19,665.3,793.29,811.04,1367.22,960.5,907.16,954.9,991.62,965.36,834.15,1096.81,844.79,698.22,897.5,739.06,862.11,701.48,1090.43,1087.08,1185.87,768.81,885.1,711.54,1078.05,711.59,737.02,922.78,847.45,1130.8,839.75,810.25,1084.33,777.67,749.24,1125.83,1194.44,824.03,1162.12,1017.24,726.55,758.28,1193.72,634.21,1038.85,910.09,817.18,1082.61,709.73,967.03,821.01,599.96,1045.89,947.76,786.8,878.2,884.19,1062.49,1089.1,932.23,928.29,921.57,1043.92,896.44,947.39,617.78,1081.15,756.58,770.56,731.91,1101.49,737.92,1002.02,888.35,750.96,872.24,NA,645.78,840.09,966.71,912.89,1106.49,730.62,660.8,885.87,1319.73,809.8,1091.48,1006.08,805.26,1110.47,825.71,846.94,917.54,936.13,691.74,1231.75,770.78,928.35,998.68,1303.06,778.37,616.09,745.46,904.77,762.95,808.19,945.86,631.55,1136.29,1084.14,1037.29,947.34,970.99,778.13,946,881.68,1021.52,1059.96,570.54,771.14,666.97,1358.02,665.13,715.1,795.17,816.5,904.78,605.41,552.71,887.24,932.92,1078.18,918.44,616.98,1392.08,811.03,990.33,1094.98,1137.08,698.84,974.55,1199.73,1008.12,896.88,738.95,846.12,869.48,995.73,1387.47,606.17,746.35,1026.54,1244.3,1000.82,812.28,718.22,730.48,587.71,991.72
"234","00:15:13-05",843.22,1049.33,620.23,1189.38,1058.02,707.57,667.7,966.05,651.75,827.3,909.63,1010.57,929.47,974.97,1104.13,1141.76,965.69,1121.08,1118.5,710.38,755.93,1043.18,5099.41,776.68,204.53,955.26,983.02,748.16,729.25,1026.25,985.83,-9999,741.93,763.3,1123.4,1196.27,738.3,690.57,823.93,1136.21,1170.01,804.2,1173.4,1129.88,769.61,916.38,948.77,669.31,968.33,1366.27,1110.75,675.97,1053.94,976.42,1082.39,970.71,1073.24,729.06,686.44,1152.42,763.78,1125.64,666.36,1210.22,1253.19,665.3,793.28,811.04,1367.22,960.51,907.15,954.87,991.63,965.36,834.14,1096.81,844.78,698.21,897.51,739.08,862.12,701.5,1090.44,1087.08,1185.87,768.82,885.11,711.55,1078.04,711.6,737.03,922.78,847.45,1130.8,839.75,810.26,1084.34,777.69,749.24,1125.85,1194.44,824.04,1162.13,1017.25,726.55,758.29,1193.72,634.22,1038.83,910.09,817.18,1082.62,709.7,967.03,821.02,600,1045.9,947.75,786.79,878.2,884.18,1062.49,1089.1,932.24,928.28,921.59,1043.93,896.44,947.4,617.77,1081.16,756.58,770.56,731.92,1101.49,737.9,1002.02,888.34,750.95,872.23,NA,645.79,840.09,966.71,912.9,1106.49,730.62,660.8,885.89,1319.73,809.82,1091.49,1006.07,805.25,1110.48,825.71,846.94,917.54,936.17,691.75,1231.73,770.78,928.34,998.69,1303.06,778.38,616.09,745.49,904.78,763,808.18,945.87,631.55,1136.3,1084.13,1037.3,947.33,970.99,778.12,945.99,881.67,1021.51,1059.95,570.55,771.12,666.94,1358.02,665.14,715.13,795.17,816.48,904.78,605.42,552.71,887.23,932.92,1078.16,918.42,616.99,1392.07,811.04,990.32,1094.98,1137.08,698.86,974.54,1199.7,1008.11,896.88,738.95,846.13,869.48,995.71,1387.47,606.17,746.35,1026.54,1244.3,1000.83,812.29,718.21,730.48,587.72,991.72
"235","00:00:13-05",843.23,1049.35,620.24,1189.38,1058.03,707.57,667.69,966.03,651.76,827.3,909.66,1010.56,929.47,974.96,1104.12,1141.75,965.69,1121.1,1118.5,710.39,755.91,1043.16,5106.18,776.69,204.59,955.27,983.02,748.17,729.26,1026.25,985.83,-9999,741.94,763.26,1123.39,1196.26,738.3,690.59,823.95,1136.21,1170.01,804.21,1173.4,1129.87,769.62,916.39,948.79,669.32,968.33,1366.28,1110.74,675.98,1053.94,976.42,1082.39,970.7,1073.25,729.06,686.44,1152.41,763.77,1125.64,666.34,1209.93,1253.18,665.3,793.28,811.04,1367.23,960.49,907.16,954.89,991.63,965.35,834.14,1096.82,844.8,698.22,897.51,739.07,862.1,701.51,1090.46,1087.09,1185.88,768.82,885.12,711.55,1078.05,711.61,737.02,922.77,847.46,1130.78,839.75,810.27,1084.33,777.7,749.24,1125.85,1194.44,824.04,1162.11,1017.24,726.55,758.27,1193.73,634.2,1038.84,910.1,817.17,1082.63,709.72,967.04,821.01,599.97,1045.9,947.72,786.81,878.22,884.2,1062.5,1089.11,932.23,928.3,921.59,1043.93,896.45,947.4,617.78,1081.16,756.59,770.58,731.92,1101.5,737.9,1002.02,888.35,750.95,872.23,NA,645.8,840.08,966.7,912.89,1106.49,730.64,660.79,885.87,1319.73,809.78,1091.5,1006.08,805.26,1110.48,825.7,846.94,917.54,936.16,691.75,1231.75,770.79,928.36,998.69,1303.07,778.37,616.09,745.49,904.77,762.99,808.18,945.85,631.57,1136.29,1084.13,1037.32,947.34,970.99,778.13,945.99,881.66,1021.47,1059.97,570.56,771.13,666.93,1358.03,665.14,715.14,795.19,816.5,904.78,605.42,552.71,887.23,932.91,1078.16,918.43,616.99,1392.07,811.03,990.33,1094.97,1137.05,698.85,974.54,1199.64,1008.11,896.87,738.95,846.15,869.5,995.75,1387.47,606.17,746.35,1026.56,1244.3,1000.82,812.3,718.22,730.49,587.73,991.72
"236","23:45:12-05",843.23,1049.35,620.24,1189.41,1058.03,707.59,667.71,966.05,651.76,827.3,909.66,1010.57,929.47,974.97,1104.12,1141.75,965.69,1121.1,1118.51,710.4,755.92,1043.15,5103.93,776.69,204.64,955.25,983.02,748.17,729.26,1026.25,985.83,-9999,741.94,763.28,1123.39,1196.27,738.3,690.71,823.96,1136.21,1170.01,804.2,1173.41,1129.89,769.62,916.39,948.79,669.31,968.28,1366.28,1110.75,675.98,1053.93,976.43,1082.4,970.7,1073.24,729.06,686.45,1152.41,763.76,1125.64,666.28,1210.22,1253.2,665.3,793.27,811.02,1367.22,960.49,907.16,954.9,991.63,965.34,834.15,1096.8,844.8,698.21,897.52,739.08,862.1,701.52,1090.47,1087.07,1185.88,768.82,885.1,711.56,1078.05,711.61,737.01,922.77,847.47,1130.79,839.76,810.26,1084.33,777.72,749.23,1125.86,1194.43,824.04,1162.13,1017.25,726.56,758.27,1193.72,634.2,1038.82,910.14,817.16,1082.63,709.7,967.04,821.01,600,1045.87,947.72,786.82,878.21,884.18,1062.46,1089.1,932.24,928.29,921.59,1043.93,896.46,947.41,617.78,1081.15,756.56,770.59,731.95,1101.5,737.89,1002.02,888.34,750.97,872.24,NA,645.8,840.08,966.71,912.9,1106.46,730.61,660.8,885.89,1319.71,809.82,1091.5,1006.06,805.26,1110.5,825.71,846.94,917.54,936.15,691.75,1231.74,770.81,928.35,998.68,1303.06,778.38,616.09,745.49,904.79,762.99,808.17,945.86,631.56,1136.29,1084.15,1037.3,947.36,970.98,778.14,946.01,881.67,1021.48,1059.96,570.55,771.14,666.94,1358.03,665.13,715.13,795.17,816.48,904.78,605.42,552.71,887.23,932.93,1078.16,918.43,616.99,1392.09,811.05,990.33,1094.97,1137.06,698.89,974.55,1199.71,1008.11,896.88,738.96,846.14,869.51,995.74,1387.47,606.18,746.35,1026.56,1244.29,1000.81,812.28,718.22,730.51,587.72,991.7
"237","23:30:12-05",843.23,1049.34,620.24,1189.39,1058.03,707.6,667.7,966.06,651.76,827.3,909.64,1010.57,929.46,974.97,1104.12,1141.76,965.69,1121.12,1118.51,710.39,755.91,1043.15,5106.17,776.69,204.74,955.24,983.02,748.16,729.26,1026.25,985.82,-9999,741.95,763.27,1123.36,1196.26,738.3,690.7,823.95,1136.21,1170,804.19,1173.4,1129.89,769.61,916.41,948.78,669.32,968.3,1366.27,1110.74,675.97,1053.95,976.43,1082.39,970.68,1073.24,729.08,686.42,1152.41,763.77,1125.63,666.31,1210.08,1253.19,665.3,793.28,811.03,1367.22,960.49,907.17,954.88,991.64,965.33,834.15,1096.81,844.8,698.16,897.5,739.08,862.11,701.53,1090.48,1087.07,1185.88,768.82,885.11,711.54,1078.06,711.61,736.99,922.77,847.46,1130.8,839.74,810.23,1084.33,777.69,749.22,1125.87,1194.43,824.01,1162.13,1017.25,726.55,758.27,1193.72,634.21,1038.84,910.12,817.18,1082.62,709.71,967.04,821.01,600,1045.91,947.72,786.82,878.21,884.17,1062.46,1089.11,932.23,928.29,921.59,1043.92,896.44,947.4,617.78,1081.15,756.57,770.59,731.97,1101.5,737.89,1002.02,888.36,750.97,872.24,NA,645.78,840.07,966.71,912.89,1106.46,730.59,660.81,885.87,1319.71,809.82,1091.5,1006.09,805.27,1110.49,825.7,846.94,917.53,936.15,691.74,1231.72,770.79,928.36,998.68,1303.06,778.38,616.09,745.5,904.77,762.96,808.16,945.86,631.56,1136.29,1084.14,1037.31,947.36,970.98,778.13,946.01,881.69,1021.49,1059.97,570.54,771.14,666.97,1358.04,665.16,715.16,795.17,816.49,904.79,605.42,552.71,887.24,932.93,1078.17,918.44,616.99,1392.1,811.06,990.32,1094.98,1137.04,698.91,974.55,1199.66,1008.1,896.87,738.96,846.13,869.5,995.76,1387.47,606.17,746.34,1026.56,1244.29,1000.81,812.28,718.22,730.52,587.72,991.74
