Times,DRYCRK02,ENISH04,CHQSTCR01,BRSHYCR01,INDIAN02,SOAPCR02,HONEYCR01,ENDWY01,RLSTNCR01,BNNTTCR01,BVRCR01,TIPTNCR01,SQWCR03,SSKNK04,LAKECR01,CRANECR02,YELLOWRV01,TKYRV03,LTLTKY02,PRICECR01,CLRCRK03,WNBGORV01,POUDRERV01,DRYCR02,SKKMCHCK01,ONIONCR01,HRGVCR01,CLRCRKW01,BFFLOCR02,MDCRK01,CRANECR01,OTTERCR01,BLUECR01,MDDLRCCN02,MDDLRCCN03,BEARCRK01,NFCTFSH01,RAVENCR01,CHSLSCR01,WNISH03,NBEARCR01,ENISH05,WFLTLSIOUX01,INDCR03,SHLRK01,SHLRK03,CHQSTCR02,BEVRCRK01,LTLSIOUX04,WLLWCR02,DEERCR01,SHLRK04,OTTRCRK03,OTTRCRK04,SQWCR04,LTLCEDAR02,RHNCR01,SENGLSH01,WNBGORV04,PRICECR02,SFIOWA03,SCHQSTCR01,WNBGORV06,MAPLERV02,DEEPCRK01,OTTRCRK01,INDCR04,FLOYDRV02,PRAIRIE01,FOURMLE03,BEARCREEK01,LNGDCKCR01,MNTGMRY01,NWLNTCR02,CEDARRV04,DRYRNCRK01,INDCR01,LTLWLNT01,CLRCRKS01,WLNTCR02,BFFLOCR01,EFDSMNS01,SBVRCRK01,TRBLSM01,SOAPCR03,UIWARV01,HOOSRCR01,BOONERV01,CLRCRK02,DRYCR01,CEDARRV03,ELKRN01,CEDARRV05,MQKTARV02,DRYCRK01,TIPTNCR02,VLGARV01,RBRTSCR01,SHLRK05,NRCCNRV03,FOURMLE02,LTLSIOUX01,WNISH02,MRGNCR01,TKYRV01,WNBGORV05,SOAPCR01,INDIAN01,MDDLRCCN01,TKYRV02,BEAVER03,WAPSI03,MQKTARV05,MILLERCRK01,SKNKRV01,BRCHFLD01,LTLCEDAR01,LIMECR01,SSKNK03,OTTRCRK02,WNBGORV02,LTLWAPSI01,HEWITTCR01,BEAR01,NFMQKTA02,WOLFCRK01,MQKTARV03,ENISH02,IOWARV01,BEVRCRK02,WALNUTCR01,MUDCR01,CDRCR01,WLLWCR01,WAPSI04,BEAVER01,SQWCR02,RAPIDTRB01,SQWCR01,WLLWCR-IC01,LTLSOAP01,WLNTCR01,COFFINSCR01,WNISH01,EBRBVRDAM01,INDCR02,WFCRKDCR01,EINDNCR01,LTLSIOUX03,NSKNK01,SFIOWA01,SLVRCR01,WLFCR01,WNBGORV03,NWLNTCR01,VLGARV02,ENISH01,LTLTKY01,NENGLSH01,WATERMAN01,CLRCRKS02,SHLRK02,KEGCR01,LTLSIOUX02,SSKNK02,DUCKCR01,SSKNK01,DSMNSRV04,NORTHRV01,NFMQKTA01,HNYCRK01,SUGARCR01,SPRNGCRK01,VLGARV03,BEAVER02,DRNGDTCH01,GRANCRK01,SPRINGCR01,LTLASHER01,COONCR01,DYECRK01,BOYERRV02,MADCRK01,FOURMLE01,CEDARCRK01,OCHYDNRV01,WAPSI02,MCHKNCK01,MQKTARV01,MUDCRK01,MQKTARV04,GRNGRCR01,DSMNSRV02,NRCCNRV02,MSQUTOCR02,SRCCNRV01,MADCRK02,WFKLTSIOUX01,WAPSI05,BRCKCMP01,SLOUGHCR01,ROCKCR02,CLRCRK01,BEAVERCRK01,MAPLERV01,ROGERSCR01,NRCCNRV01,PRAIRIECRK01,RCCNRV01,DSMNSRV01,DSMNSRV03,LTLSIOUX05,CTFSHCR01,WLNTCRK01,ROCKCR01,WBFLOYDRV01,BOYERRV01,CAMPCR01,CEDARRV02,RAPIDCR01,GENEVACR01,MSQUTOCR01
05:00:03-05,843.53,1049.39,620.32,1189.43,1058.04,707.53,667.76,966.09,651.75,827.35,909.98,1010.75,929.64,975.22,1104.3,1141.87,965.71,1121.12,1118.56,710.39,755.99,1043.66,5099.41,776.73,199.52,955.35,983.33,748.24,729.28,1026.25,985.93,742.08,763.25,1123.44,1196.3,738.39,690.64,824.01,1136.24,1170.05,804.36,1173.42,1130.01,769.73,917.13,949.36,669.41,968.4,1367.03,1110.82,676.02,1054.31,976.51,1082.42,970.86,1073.41,729.07,686.54,1152.79,763.82,1126.37,666.3,1210.32,1253.28,665.4,793.33,811.2,1367.32,960.6,907.28,955.02,991.75,965.44,834.14,1096.77,844.81,698.31,897.49,739.13,862.21,701.56,1092.93,1087.29,1185.88,768.83,885.18,711.59,1078.71,711.69,737.04,923.15,847.56,1130.95,839.93,810.5,1084.53,777.84,749.24,1126.09,1194.72,824.13,1163.56,1017.31,726.57,758.49,1194.23,634.33,1038.81,910.2,817.24,1082.62,710.61,967.16,821.12,600.46,1045.86,947.89,786.91,878.43,884.2,1062.81,1089.19,932.27,928.38,921.64,1043.91,896.41,947.38,618.49,1081.27,756.71,770.65,731.98,1101.6,739.07,1002.06,888.55,751,872.43,0,645.58,840.11,966.85,913,1106.55,730.72,660.91,886.02,1320.48,809.85,1092.03,1006.13,805.48,1110.91,825.71,0,917.53,936.29,691.78,1231.86,770.85,929.07,998.69,1303.81,778.61,616.17,745.71,905.84,764.27,808.23,945.91,631.57,1136.1,1084.28,1037.36,947.47,971.11,778.23,946.14,881.83,1021.54,1060.1,570.55,772.28,667.09,1358.29,666.17,715.17,795.36,816.52,904.92,605.5,888.36,933.39,1078.22,918.47,617.01,1392.49,811.66,990.35,1095.03,1137.11,698.98,974.71,1199.68,1008.14,897.36,738.98,846.56,870.66,996.6,1388.1,606.24,746.49,1026.76,1244.31,1000.94,812.36,718.09,730.57,587.73,991.77
04:45:03-05,843.54,1049.41,620.32,1189.42,1058.05,707.56,667.76,966.12,651.74,827.35,909.98,1010.76,929.63,975.22,1104.3,1141.86,965.72,1121.12,1118.55,710.39,755.99,1043.68,5099.4,776.73,199.51,955.35,983.34,748.23,729.27,1026.24,985.92,742.1,763.25,1123.46,1196.3,738.39,690.59,824.01,1136.28,1170.06,804.38,1173.44,1130.01,769.72,917.13,949.38,669.41,968.43,1367.04,1110.82,676.02,1054.31,976.5,1082.44,970.86,1073.4,729.07,686.55,1152.79,763.8,1126.36,666.3,1210.33,1253.29,665.43,793.35,811.2,1367.33,960.59,907.29,955.01,991.75,965.44,834.14,1096.75,844.82,698.3,897.48,739.13,862.19,701.55,1092.94,1087.3,1185.85,768.84,885.18,711.59,1078.71,711.69,737.03,923.15,847.56,1130.95,839.9,810.5,1084.53,777.86,749.23,1126.07,1194.71,824.13,1163.57,1017.32,726.56,758.51,1194.23,634.38,1038.82,910.19,817.26,1082.62,710.62,967.16,821.11,600.45,1045.83,947.9,786.92,878.43,884.2,1062.83,1089.2,932.27,928.37,921.62,1043.89,896.42,947.38,618.49,1081.27,756.71,770.65,731.99,1101.59,739.07,1002.06,888.55,751.01,872.43,0,645.6,840.11,966.85,913.01,1106.64,730.73,660.91,886.03,1320.5,809.87,1092.05,1006.12,805.48,1110.92,825.71,0,917.53,936.27,691.78,1231.84,770.84,929.09,998.7,1303.81,778.62,616.18,745.71,905.84,764.25,808.23,945.91,631.57,1136.08,1084.27,1037.36,947.47,971.11,778.23,946.13,881.83,1021.54,1060.1,570.55,772.29,667.11,1358.28,666.18,715.17,795.37,816.52,904.96,605.51,888.38,933.39,1078.22,918.47,617,1392.5,811.68,990.35,1095.03,1137.09,698.98,974.71,1199.73,1008.15,897.36,739.01,846.54,870.67,996.63,1388.1,606.27,746.51,1026.74,1244.31,1000.94,812.36,718.11,730.58,587.72,991.77
04:30:02-05,843.55,1049.42,620.33,1189.4,1058.04,707.56,667.77,966.13,651.74,827.35,909.99,1010.75,929.64,975.21,1104.29,1141.86,965.72,1121.11,1118.55,710.4,755.99,1043.67,5099.4,776.74,199.52,955.36,983.35,748.23,729.26,1026.24,985.93,742.1,763.25,1123.46,1196.3,738.41,690.66,824,1136.27,1170.06,804.37,1173.43,1130.01,769.72,917.13,949.36,669.42,968.41,1367.05,1110.82,676.01,1054.31,976.52,1082.44,970.86,1073.41,729.07,686.53,1152.79,763.79,1126.35,666.31,1210.33,1253.29,665.43,793.34,811.21,1367.33,960.61,907.28,954.99,991.75,965.45,834.12,1096.77,844.8,698.31,897.49,739.13,862.2,701.56,1092.95,1087.3,1185.87,768.86,885.16,711.59,1078.71,711.69,737.06,923.14,847.56,1130.95,839.91,810.5,1084.53,777.85,749.19,1126.07,1194.71,824.13,1163.57,1017.29,726.56,758.51,1194.22,634.37,1038.81,910.16,817.27,1082.62,710.6,967.16,821.11,600.53,1045.88,947.9,786.92,878.42,884.22,1062.83,1089.2,932.25,928.37,921.62,1043.92,896.43,947.38,618.49,1081.25,756.71,770.65,731.98,1101.59,739.07,1002.07,888.54,751.01,872.44,0,645.59,840.1,966.86,913.02,1106.65,730.73,660.97,886.03,1320.51,809.87,1092.05,1006.11,805.48,1110.91,825.7,0,917.51,936.28,691.78,1231.86,770.85,929.08,998.69,1303.82,778.62,616.18,745.69,905.81,764.25,808.22,945.91,631.59,1136.12,1084.28,1037.36,947.46,971.12,778.23,946.14,881.83,1021.55,1060.1,570.55,772.28,667.12,1358.27,666.19,715.18,795.35,816.51,904.97,605.5,888.37,933.4,1078.22,918.47,617.02,1392.5,811.68,990.35,1095.03,1137.11,698.97,974.73,1199.73,1008.14,897.36,739.02,846.56,870.68,996.68,1388.1,606.26,746.51,1026.77,1244.33,1000.94,812.34,718.11,730.59,587.73,991.77
04:15:01-05,843.55,1049.42,620.36,1189.41,1058.04,707.58,667.77,966.15,651.75,827.35,910,1010.75,929.64,975.21,1104.3,1141.86,965.72,1121.11,1118.54,710.4,755.99,1043.68,5099.43,776.74,199.53,955.36,983.35,748.23,729.27,1026.23,985.93,742.09,763.24,1123.46,1196.29,738.41,690.52,824,1136.27,1170.06,804.38,1173.42,1130.01,769.72,917.12,949.37,669.43,968.42,1367.03,1110.83,676.02,1054.31,976.5,1082.42,970.86,1073.41,729.07,686.53,1152.79,763.81,1126.34,666.33,1210.33,1253.32,665.43,793.35,811.22,1367.32,960.6,907.29,955,991.75,965.44,834.13,1096.77,844.8,698.31,897.48,739.13,862.21,701.55,1092.96,1087.29,1185.89,768.85,885.16,711.59,1078.72,711.69,737.05,923.14,847.56,1130.95,839.94,810.5,1084.53,777.86,749.21,1126.08,1194.72,824.13,1163.59,1017.31,726.55,758.52,1194.23,634.41,1038.82,910.17,817.25,1082.62,710.62,967.17,821.12,600.51,1045.85,947.88,786.93,878.42,884.22,1062.83,1089.2,932.28,928.38,921.64,1043.92,896.44,947.38,618.51,1081.25,756.71,770.66,732.01,1101.59,739.08,1002.06,888.54,751.01,872.39,0,645.58,840.1,966.88,913.01,1106.66,730.73,660.97,886.04,1320.51,809.85,1092.03,1006.11,805.49,1110.93,825.69,0,917.51,936.27,691.77,1231.84,770.84,929.08,998.68,1303.81,778.62,616.18,745.7,905.82,764.25,808.25,945.91,631.58,1136.11,1084.27,1037.37,947.47,971.11,778.23,946.13,881.82,1021.53,1060.11,570.56,772.28,667.15,1358.28,666.17,715.17,795.36,816.51,904.98,605.51,888.39,933.4,1078.22,918.45,617.02,1392.49,811.71,990.35,1095.03,1137.1,698.96,974.71,1199.75,1008.15,897.35,739,846.56,870.68,996.59,1388.1,606.29,746.51,1026.75,1244.33,1000.95,812.35,718.11,730.6,587.73,991.75
04:00:00-05,843.55,1049.41,620.38,1189.42,1058.05,707.6,667.78,966.14,651.75,827.34,910,1010.75,929.64,975.2,1104.3,1141.86,965.72,1121.12,1118.55,710.4,755.98,1043.66,5099.41,776.74,199.52,955.36,983.35,748.23,729.27,1026.24,985.93,742.09,763.26,1123.45,1196.29,738.4,690.54,824,1136.26,1170.06,804.38,1173.42,1130.02,769.71,917.13,949.35,669.43,968.41,1367.01,1110.82,676.03,1054.31,976.53,1082.44,970.86,1073.41,729.07,686.55,1152.79,763.8,1126.35,666.33,1210.33,1253.31,665.44,793.35,811.21,1367.33,960.6,907.28,955,991.74,965.44,834.14,1096.75,844.79,698.31,897.46,739.13,862.18,701.56,1092.97,1087.3,1185.89,768.86,885.17,711.59,1078.71,711.69,737.04,923.14,847.56,1130.95,839.89,810.49,1084.53,777.88,749.25,1126.08,1194.7,824.12,1163.6,1017.29,726.56,758.53,1194.23,634.42,1038.82,910.19,817.25,1082.62,710.63,967.18,821.13,600.53,1045.87,947.87,786.93,878.42,884.23,1062.81,1089.2,932.28,928.38,921.63,1043.93,896.45,947.37,618.5,1081.25,756.7,770.66,732.02,1101.59,739.09,1002.06,888.54,751.01,872.36,0,645.6,840.09,966.89,913.01,1106.66,730.72,660.91,886.01,1320.52,809.88,1092.02,1006.1,805.5,1110.92,825.71,0,917.52,936.29,691.78,1231.87,770.83,929.08,998.68,1303.82,778.61,616.18,745.7,905.84,764.26,808.24,945.91,631.57,1136.1,1084.28,1037.36,947.47,971.12,778.22,946.14,881.84,1021.53,1060.11,570.55,772.3,667.16,1358.28,666.19,715.14,795.36,816.52,904.99,605.53,888.39,933.4,1078.22,918.47,617.02,1392.51,811.68,990.35,1095.03,1137.1,698.95,974.71,1199.75,1008.16,897.35,739,846.56,870.68,996.55,1388.11,606.3,746.52,1026.75,1244.32,1000.94,812.36,718.1,730.59,587.73,991.76
03:45:14-05,843.54,1049.43,620.37,1189.4,1058.03,707.6,667.77,966.16,651.75,827.35,909.99,1010.74,929.63,975.21,1104.3,1141.85,965.74,1121.12,1118.54,710.39,755.97,1043.68,5110.66,776.73,199.51,955.36,983.35,748.22,729.28,1026.25,985.93,742.09,763.25,1123.45,1196.29,738.39,690.54,824.01,1136.27,1170.07,804.39,1173.42,1130.02,769.72,917.12,949.35,669.42,968.41,1367.07,1110.83,676.04,1054.32,976.53,1082.44,970.84,1073.4,729.07,686.58,1152.8,763.79,1126.35,666.33,1210.32,1253.31,665.44,793.36,811.21,1367.33,960.6,907.28,955,991.75,965.44,834.14,1096.73,844.8,698.32,897.47,739.13,862.19,701.55,1092.97,1087.29,1185.87,768.87,885.14,711.61,1078.72,711.68,737.01,923.12,847.57,1130.94,839.92,810.48,1084.54,777.87,749.24,1126.07,1194.7,824.12,1163.61,1017.27,726.55,758.54,1194.22,634.43,1038.81,910.17,817.31,1082.63,710.62,967.2,821.13,600.53,1045.81,947.89,786.93,878.44,884.25,1062.83,1089.2,932.28,928.39,921.65,1043.91,896.46,947.37,618.51,1081.25,756.71,770.66,732.06,1101.58,739.1,1002.05,888.53,751.02,872.42,0,645.61,840.1,966.89,913.03,1106.66,730.73,660.93,886.03,1320.51,809.86,1092.02,1006.1,805.51,1110.91,825.71,0,917.53,936.3,691.79,1231.85,770.83,929.08,998.68,1303.82,778.58,616.18,745.7,905.83,764.27,808.26,945.93,631.54,1136.12,1084.28,1037.37,947.47,971.12,778.23,946.13,881.83,1021.52,1060.1,570.56,772.3,667.18,1358.29,666.2,715.16,795.35,816.51,904.97,605.53,888.41,933.39,1078.2,918.47,617.01,1392.52,811.69,990.36,1095.03,1137.1,698.94,974.7,1199.78,1008.16,897.34,739,846.57,870.67,996.55,1388.11,606.31,746.51,1026.75,1244.32,1000.94,812.36,718.07,730.59,587.72,991.77
03:30:13-05,843.53,1049.42,620.33,1189.39,1058.03,707.62,667.77,966.14,651.75,827.36,910,1010.75,929.63,975.2,1104.3,1141.83,965.74,1121.12,1118.56,710.39,755.98,1043.66,5099.41,776.73,199.51,955.36,983.35,748.23,729.27,1026.24,985.92,742.09,763.25,1123.46,1196.29,738.39,690.55,824,1136.27,1170.07,804.39,1173.41,1130.02,769.72,917.12,949.36,669.37,968.41,1367.07,1110.83,676.04,1054.31,976.53,1082.45,970.85,1073.41,729.07,686.58,1152.8,763.81,1126.34,666.28,1210.32,1253.31,665.43,793.35,811.19,1367.33,960.6,907.27,955,991.74,965.44,834.12,1096.74,844.81,698.33,897.48,739.11,862.2,701.57,1092.98,1087.29,1185.86,768.87,885.17,711.61,1078.72,711.7,737.04,923.13,847.57,1130.94,839.91,810.51,1084.53,777.87,749.23,1126.09,1194.71,824.11,1163.61,1017.28,726.55,758.51,1194.22,634.44,1038.79,910.18,817.31,1082.61,710.65,967.2,821.13,600.51,1045.85,947.89,786.95,878.42,884.24,1062.84,1089.19,932.28,928.39,921.64,1043.92,896.46,947.38,618.5,1081.23,756.69,770.64,732.09,1101.58,739.1,1002.06,888.54,751.01,872.4,0,645.63,840.08,966.88,913.04,1106.66,730.74,660.9,886.03,1320.52,809.88,1092.04,1006.1,805.51,1110.93,825.7,0,917.53,936.31,691.8,1231.86,770.86,929.09,998.68,1303.82,778.61,616.17,745.7,905.8,764.27,808.26,945.93,631.55,1136.12,1084.29,1037.37,947.47,971.12,778.22,946.13,881.85,1021.52,1060.1,570.56,772.3,667.16,1358.28,666.19,715.19,795.34,816.49,904.98,605.54,888.4,933.38,1078.21,918.47,617.01,1392.5,811.69,990.36,1095.04,1137.11,698.97,974.71,1199.77,1008.16,897.35,739,846.56,870.69,996.65,1388.11,606.33,746.52,1026.75,1244.33,1000.93,812.37,718.14,730.59,587.73,991.75
03:15:12-05,843.55,1049.4,620.26,1189.4,1058.03,707.6,667.78,966.17,651.75,827.35,909.99,1010.74,929.64,975.2,1104.3,1141.84,965.75,1121.11,1118.56,710.4,755.99,1043.68,5101.67,776.74,199.52,955.34,983.35,748.25,729.28,1026.24,985.97,742.11,763.24,1123.41,1196.3,738.4,690.55,824,1136.28,1170.05,804.37,1173.41,1130.02,769.73,917.13,949.35,669.37,968.42,1367.05,1110.82,676.03,1054.32,976.53,1082.45,970.85,1073.41,729.08,686.58,1152.81,763.81,1126.35,666.27,1210.32,1253.32,665.44,793.35,811.23,1367.34,960.6,907.27,954.99,991.75,965.43,834.13,1096.73,844.81,698.34,897.48,739.14,862.21,701.57,1092.98,1087.28,1185.86,768.86,885.18,711.6,1078.73,711.7,737.01,923.12,847.58,1130.93,839.89,810.5,1084.54,777.86,749.24,1126.08,1194.7,824.12,1163.61,1017.26,726.57,758.52,1194.23,634.42,1038.8,910.15,817.29,1082.63,710.66,967.19,821.13,600.55,1045.84,947.88,786.94,878.41,884.25,1062.84,1089.19,932.27,928.38,921.65,1043.91,896.46,947.37,618.51,1081.23,756.68,770.64,732.02,1101.59,739.12,1002.07,888.54,751.02,872.38,0,645.58,840.09,966.88,913.05,1106.66,730.75,660.91,886.03,1320.52,809.86,1092.02,1006.1,805.51,1110.91,825.7,0,917.55,936.32,691.8,1231.87,770.86,929.08,998.68,1303.83,778.6,616.18,745.69,905.81,764.26,808.26,945.92,631.55,1136.13,1084.3,1037.36,947.46,971.12,778.22,946.14,881.84,1021.53,1060.09,570.48,772.29,667.11,1358.28,666.2,715.2,795.36,816.49,904.98,605.55,888.41,933.37,1078.21,918.44,617.02,1392.51,811.69,990.38,1095.04,1137.1,698.97,974.7,1199.75,1008.19,897.35,739.03,846.55,870.67,996.67,1388.11,606.31,746.53,1026.75,1244.34,1000.93,812.36,718.22,730.59,587.71,991.74
03:00:11-05,843.56,1049.42,620.25,1189.38,1058.04,707.56,667.76,966.16,651.75,827.35,910,1010.74,929.64,975.21,1104.3,1141.84,965.75,1121.13,1118.56,710.4,755.99,1043.67,5103.93,776.75,199.52,955.34,983.34,748.24,729.27,1026.24,985.96,742.11,763.25,1123.42,1196.29,738.41,690.61,823.99,1136.26,1170.05,804.37,1173.38,1130.01,769.74,917.15,949.33,669.37,968.41,1367.07,1110.83,676.04,1054.31,976.53,1082.45,970.85,1073.41,729.08,686.58,1152.8,763.83,1126.33,666.25,1210.31,1253.32,665.42,793.36,811.24,1367.34,960.6,907.28,955,991.75,965.43,834.11,1096.74,844.83,698.34,897.44,739.14,862.17,701.57,1092.99,1087.3,1185.87,768.88,885.19,711.6,1078.71,711.71,737.07,923.1,847.58,1130.93,839.9,810.51,1084.53,777.87,749.23,1126.09,1194.7,824.1,1163.62,1017.26,726.57,758.54,1194.23,634.38,1038.8,910.13,817.31,1082.62,710.67,967.19,821.12,600.51,1045.83,947.89,786.93,878.42,884.26,1062.83,1089.19,932.28,928.39,921.65,1043.92,896.47,947.38,618.49,1081.24,756.69,770.63,731.93,1101.59,739.14,1002.06,888.52,751.02,872.43,0,645.56,840.08,966.89,913.05,1106.68,730.75,660.89,885.99,1320.52,809.85,1092.02,1006.12,805.51,1110.91,825.69,0,917.56,936.32,691.8,1231.87,770.85,929.1,998.69,1303.84,778.6,616.18,745.68,905.82,764.28,808.26,945.92,631.54,1136.18,1084.3,1037.36,947.47,971.11,778.21,946.14,881.84,1021.54,1060.07,570.43,772.29,667.09,1358.28,666.21,715.23,795.36,816.48,904.98,605.54,888.4,933.39,1078.21,918.43,616.99,1392.52,811.73,990.37,1095.03,1137.1,698.96,974.7,1199.74,1008.18,897.35,739.03,846.54,870.65,996.64,1388.14,606.28,746.53,1026.73,1244.34,1000.95,812.35,718.22,730.6,587.71,991.73
02:45:10-05,843.56,1049.46,620.24,1189.36,1058.04,707.51,667.77,966.17,651.75,827.34,909.99,1010.75,929.63,975.2,1104.3,1141.85,965.74,1121.15,1118.6,710.4,755.99,1043.66,5108.42,776.75,199.49,955.34,983.34,748.25,729.28,1026.23,985.97,742.12,763.26,1123.44,1196.3,738.41,690.53,823.99,1136.25,1170.06,804.39,1173.39,1130.02,769.73,917.16,949.36,669.35,968.42,1367.09,1110.83,676.04,1054.31,976.54,1082.46,970.85,1073.41,729.08,686.58,1152.81,763.8,1126.32,666.23,1210.32,1253.32,665.42,793.37,811.21,1367.33,960.6,907.27,955,991.73,965.43,834.13,1096.72,844.81,698.35,897.46,739.15,862.19,701.57,1092.99,1087.3,1185.89,768.87,885.19,711.61,1078.7,711.72,737.05,923.13,847.58,1130.93,839.91,810.52,1084.54,777.88,749.27,1126.07,1194.69,824.1,1163.64,1017.27,726.57,758.55,1194.23,634.35,1038.81,910.14,817.32,1082.63,710.67,967.19,821.12,600.54,1045.86,947.91,786.93,878.43,884.27,1062.81,1089.19,932.28,928.38,921.64,1043.92,896.46,947.4,618.51,1081.25,756.7,770.67,731.93,1101.6,739.12,1002.07,888.53,751.02,872.38,0,645.55,840.08,966.89,913.04,1106.67,730.75,660.89,886.04,1320.52,809.82,1092.02,1006.13,805.49,1110.93,825.7,0,917.55,936.32,691.79,1231.87,770.86,929.11,998.7,1303.84,778.59,616.18,745.69,905.83,764.29,808.29,945.92,631.54,1136.17,1084.31,1037.36,947.48,971.11,778.22,946.14,881.84,1021.53,1060.05,570.49,772.3,667.07,1358.28,666.21,715.22,795.37,816.5,904.99,605.54,888.41,933.38,1078.21,918.46,617,1392.52,811.72,990.38,1095.03,1137.1,698.97,974.7,1199.77,1008.17,897.36,739.04,846.55,870.68,996.64,1388.11,606.31,746.54,1026.72,1244.33,1000.95,812.34,718.22,730.6,587.72,991.75
02:30:09-05,843.56,1049.46,620.26,1189.35,1058.06,707.53,667.76,966.18,651.76,827.35,910.02,1010.75,929.64,975.2,1104.28,1141.84,965.76,1121.14,1118.58,710.4,756.02,1043.66,5103.92,776.75,199.5,955.34,983.34,748.26,729.28,1026.26,985.98,742.12,763.26,1123.42,1196.29,738.42,690.52,823.98,1136.26,1170.04,804.39,1173.4,1130.01,769.75,917.18,949.37,669.34,968.42,1367.08,1110.82,676.05,1054.28,976.54,1082.46,970.86,1073.41,729.08,686.53,1152.8,763.77,1126.32,666.24,1210.31,1253.32,665.4,793.36,811.25,1367.34,960.6,907.25,955,991.74,965.43,834.12,1096.71,844.81,698.36,897.46,739.15,862.2,701.58,1093,1087.31,1185.87,768.85,885.19,711.61,1078.71,711.72,737.05,923.14,847.58,1130.94,839.92,810.52,1084.55,777.9,749.27,1126.09,1194.7,824.1,1163.64,1017.27,726.57,758.54,1194.22,634.36,1038.83,910.17,817.32,1082.62,710.67,967.19,821.11,600.54,1045.84,947.92,786.95,878.42,884.26,1062.82,1089.21,932.29,928.4,921.66,1043.89,896.46,947.4,618.49,1081.25,756.73,770.67,731.95,1101.59,739.16,1002.07,888.54,751.02,872.43,0,645.55,840.09,966.89,913.06,1106.66,730.75,660.92,886.02,1320.53,809.84,1092.02,1006.14,805.5,1110.92,825.7,0,917.56,936.33,691.79,1231.87,770.85,929.11,998.7,1303.84,778.6,616.19,745.69,905.84,764.34,808.3,945.93,631.54,1136.2,1084.31,1037.37,947.48,971.13,778.24,946.13,881.83,1021.52,1060.06,570.54,772.31,667.11,1358.27,666.21,715.22,795.38,816.48,905,605.49,888.41,933.38,1078.18,918.45,617,1392.53,811.72,990.38,1095.03,1137.1,698.98,974.69,1199.76,1008.18,897.33,739.03,846.55,870.69,996.64,1388.14,606.32,746.53,1026.75,1244.33,1000.95,812.34,718.2,730.61,587.71,991.78
02:15:02-05,843.57,1049.47,620.29,1189.36,1058.06,707.53,667.76,966.19,651.76,827.36,910.02,1010.75,929.64,975.19,1104.29,1141.86,965.76,1121.14,1118.56,710.4,756.03,1043.68,5110.67,776.75,199.51,955.34,983.33,748.25,729.29,1026.27,985.99,742.13,763.27,1123.4,1196.3,738.42,690.58,823.99,1136.27,1170.05,804.39,1173.42,1130.01,769.76,917.17,949.42,669.36,968.41,1367.1,1110.82,676.05,1054.3,976.54,1082.46,970.85,1073.41,729.09,686.55,1152.81,763.77,1126.32,666.28,1210.31,1253.3,665.41,793.37,811.25,1367.33,960.59,907.25,955.01,991.75,965.43,834.13,1096.73,844.81,698.36,897.47,739.16,862.17,701.58,1092.99,1087.3,1185.87,768.8,885.18,711.62,1078.71,711.72,737.06,923.13,847.56,1130.93,839.95,810.53,1084.53,777.91,749.29,1126.07,1194.72,824.12,1163.64,1017.3,726.58,758.55,1194.22,634.35,1038.83,910.15,817.31,1082.63,710.67,967.19,821.12,600.54,1045.84,947.92,786.95,878.43,884.26,1062.84,1089.23,932.3,928.4,921.68,1043.91,896.47,947.41,618.48,1081.25,756.75,770.67,731.93,1101.59,739.15,1002.09,888.56,751.02,872.41,0,645.55,840.1,966.9,913.05,1106.66,730.76,660.9,886.02,1320.53,809.84,1092.01,1006.14,805.52,1110.92,825.71,0,917.55,936.34,691.8,1231.87,770.86,929.13,998.7,1303.85,778.6,616.19,745.72,905.8,764.34,808.31,945.93,631.55,1136.2,1084.3,1037.39,947.48,971.13,778.26,946.14,881.84,1021.52,1060.05,570.52,772.32,667.13,1358.29,666.21,715.19,795.38,816.53,905.01,605.48,888.4,933.35,1078.18,918.46,617,1392.53,811.74,990.38,1095.04,1137.11,698.99,974.71,1199.75,1008.19,897.34,739.04,846.55,870.67,996.61,1388.14,606.26,746.54,1026.74,1244.34,1000.94,812.38,718.2,730.61,587.72,991.77
